OID,License_Se,License_Ty,License_Cl,License__1,Agency_Zon,Agency_Z_1,County_Nam,Premises_N,Doing_Busi,Actual_Add,Additional,City,State,Zip,License_Ce,License_Or,License_Ef,License_Ex,Latitude,Longitude,Location,serial_a2b
-1,1165734,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,MARACUJA LLC,MARACUJA BAR & GRILL,279 GRAND STREET,HAVEMEYER & ROEBLING STREETS,BROOKLYN,NY,11211,878966,,9/1/2017 0:00:00,8/31/2019 0:00:00,40.713134133899999,-73.957717794600001,"(40.7131341339, -73.9577177946)",7479
-1,1165948,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,TACO CHULO LLC,,318 GRAND ST #1I,MARCY & HAVEMEYER STREETS,BROOKLYN,NY,11211,875774,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.712690832800000,-73.956801589799994,"(40.7126908328, -73.9568015898)",7486
-1,1166051,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL,620 9TH AVE AKA 358 W 44 ST,43RD & 44TH STREETS,NEW YORK,NY,10036,880728,,12/4/2017 0:00:00,11/30/2019 0:00:00,40.759681202700001,-73.991618332900003,"(40.7596812027, -73.9916183329)",7490
-1,1166098,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,FLAMES STEAKHOUSE INC,GIARDINO D'ORO RISTORANTE,5-7 GOLD ST,MAIDEN LANE & GOLD STREET,NEW YORK,NY,10038,879289,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.707414690400000,-74.007295263200007,"(40.7074146904, -74.0072952632)",7491
-1,1166169,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,COCONUT PALM BAR & GRILL INC,,2407 WESTCHESTER AVE,ZEREGA AVENUE & HERSCHELL ST,BRONX,NY,10461,878761,,9/1/2017 0:00:00,8/31/2019 0:00:00,40.837330481300000,-73.846038499299993,"(40.8373304813, -73.8460384993)",7499
-1,1166291,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,VYNL LLC,HELL'S KITCHEN,754 NINTH AVE,,NEW YORK,NY,10019,879368,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.763866387299998,-73.988563568900005,"(40.7638663873, -73.9885635689)",7503
-1,1166320,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,DEVILED FOODS LLC & SAJ HOSPITALITY LLC,DIABLO ROYALE,189 W 10TH ST,,NEW YORK,NY,10014,879846,,3/14/2018 0:00:00,9/30/2019 0:00:00,40.734236017400001,-74.003008822799998,"(40.7342360174, -74.0030088228)",7506
-1,1166323,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,METROPOLITAN TALENT PRESENTS LLC,,2 W 64TH STREET,CENTRAL PK WEST & COLUMBUS AVE,NEW YORK,NY,10023,881099,,12/21/2017 0:00:00,9/30/2019 0:00:00,40.772075415400003,-73.982018285500004,"(40.7720754154, -73.9820182855)",7507
-1,1166434,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,FEENEYS PUB INC,,6201 5TH AVE,,BROOKLYN,NY,11220,882285,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.638283042399998,-74.017301046800000,"(40.6382830424, -74.0173010468)",7512
-1,1166437,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,BELL PRESS INC,PRESS 195,40 11 BELL BOULEVARD,,BAYSIDE,NY,11364,883273,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.764203432000002,-73.771221386400001,"(40.764203432, -73.7712213864)",7513
-1,1166553,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,94 CHRISTOPHER INC,HAVANA,94 CHRISTOPHER STREET,BLEECKER & BEDFORD STREETS,NEW YORK,NY,10014,879113,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.733301663200002,-74.004467228600006,"(40.7333016632, -74.0044672286)",7519
-1,1166606,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,FABIANIB CORP,TANTRA LOUNGE,35 50 31ST STREET,35TH & 36TH AVENUES,ASTORIA,NY,11106,882290,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.757356822699997,-73.929208748400001,"(40.7573568227, -73.9292087484)",7521
-1,1166692,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,OHANA RESTAURANT CORP,OHANA JAPANESE HIBACH SEAFOOD/STK,500 CITY ISLAND AVENUE,,BRONX,NY,10464,876096,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.852043284099999,-73.789010091400002,"(40.8520432841, -73.7890100914)",7525
-1,1166861,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,WARE FARM LLC,UNION HALL,702 UNION ST,5TH & 6TH AVENUES,BROOKLYN,NY,11215,891636,,6/1/2018 0:00:00,5/31/2020 0:00:00,40.676235222999999,-73.980165370199998,"(40.676235223, -73.9801653702)",7536
-1,1166946,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,JWS ENTERPRISES INC,EASTSIDE BILLIARDS & BAR,163 165 E 86TH STREET  2ND FL,3RD &  LEXINGTON,NEW YORK,NY,10028,881138,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.779290874099999,-73.954961166399997,"(40.7792908741, -73.9549611664)",7542
-1,1166954,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,35 CANAL CAFE LLC,CLANDESTINO CAFE & BAR,35 CANAL STREET,ESSEX &       LUDLOW,NEW YORK,NY,10002,880787,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.714641477800001,-73.990869155599995,"(40.7146414778, -73.9908691556)",7543
-1,1167034,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,ATS RESTAURANT CORP,O'HANLON'S,349 E 14TH ST,1ST & 2ND AVENUES,NEW YORK,NY,10003,882054,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.731900701500003,-73.983735961899995,"(40.7319007015, -73.9837359619)",7551
-1,1167123,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,"GEEZERS LLC, THE",HAREFIELD ROAD PUB,769 METROPOLITAN AVE,,BROOKLYN,NY,11211,882655,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.714603337200003,-73.943638243300001,"(40.7146033372, -73.9436382433)",7559
-1,1167159,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,TIPPFORD LLC,O'BRIEN'S BAR & GRILL,134 W 46TH STREET,6TH & 7TH AVENUES,NEW YORK,NY,10036,880380,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.758030135399999,-73.983913575599999,"(40.7580301354, -73.9839135756)",7564
-1,1167175,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,C P DRAGO INC,,46 19 30TH AVE,,ASTORIA,NY,11103,876548,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.761606637600003,-73.910002159599998,"(40.7616066376, -73.9100021596)",7565
-1,1167195,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,DBW RESTAURANT ASSOCIATES LLC,GARRET EAST,206 AVE A,12TH & 13TH STREETS,NEW YORK,NY,10009,880409,,11/20/2017 0:00:00,10/31/2019 0:00:00,40.729595193000002,-73.980853750999998,"(40.729595193, -73.980853751)",7569
-1,1167272,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,HARMONY VIEW INC,EMMETT O'LUNNEYS IRISH PUB,210 W 50TH STREET,,NEW YORK,NY,10019,877692,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.761490428999998,-73.984338529400006,"(40.761490429, -73.9843385294)",7576
-1,1167341,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,MST 179 SMITH STREET CORP.,CAMP,179 SMITH STREET,,BROOKLYN,NY,11201,882369,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.685706784399997,-73.991075841799997,"(40.6857067844, -73.9910758418)",7580
-1,1167353,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MARCO POLO CATERERS LLC,,73 5TH AVE AKA 3 E 15TH ST,5TH  & UNION SQUARE,NEW YORK,NY,10003,883964,,2/1/2018 0:00:00,1/31/2020 0:00:00,40.736675372000001,-73.993033861499995,"(40.736675372, -73.9930338615)",7581
-1,1167354,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,WOLF AT TRIBECA INC,WOLFGANG'S STEAKHOUSE,407 411 GREENWICH ST,BEACH ST & HUBERT ST,NEW YORK,NY,10013,892726,,7/1/2018 0:00:00,6/30/2020 0:00:00,40.721310728200002,-74.009826798500001,"(40.7213107282, -74.0098267985)",7582
-1,1167384,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,DA GIANNI'S RESTAURANT INC.,LA NUEVA ESCUELITA BAR LOUNGE,7807 ROOSEVELT AVENUE,,JACKSON HEIGHTS,NY,11372,883984,,2/1/2018 0:00:00,1/31/2020 0:00:00,40.747248839199997,-73.887559938600006,"(40.7472488392, -73.8875599386)",7584
-1,1167425,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,ABRUZZO DOCG INC,TARALLUCCI E VINO,15 E 18TH ST AKA 873 BROADWAY,5TH AVENUE & BROADWAY,NEW YORK,NY,10003,882206,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.738128090399996,-73.990792800500003,"(40.7381280904, -73.9907928005)",7586
-1,1167443,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LA REVISE ASSOCIATES LLC,BRASSERIE RUHLMANN,45 ROCK PLAZA AKA630 5TH AVE A,ON 50TH ST B/N 5TH & 6TH AVES,NEW YORK,NY,10111,880243,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.758582187599998,-73.978668321000001,"(40.7585821876, -73.978668321)",7587
-1,1167451,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MANUEL MERCADO,MERCADO'S CUISINE,1759 LEXINGTON AVENUE,,NEW YORK,NY,10029,876560,,8/1/2017 0:00:00,7/31/2019 0:00:00,40.794163283899998,-73.944787845999997,"(40.7941632839, -73.944787846)",7590
-1,1167480,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,KRISTEL ENTERPRISES INC,GOTHAM CITY LOUNGE,1293 MYRTLE AVE,HART STREET & CEDAR STREET,BROOKLYN,NY,11221,880410,,11/20/2017 0:00:00,10/31/2019 0:00:00,40.697987400800002,-73.926728959399995,"(40.6979874008, -73.9267289594)",7594
-1,1167493,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,49TH BROADWAY LLC,DALLAS BBQ,253 WEST 42ND ST,7TH AVENUE & 8TH AVENUE,NEW YORK,NY,10036,885610,,4/1/2018 0:00:00,3/31/2020 0:00:00,40.756711267999997,-73.988400783100005,"(40.756711268, -73.9884007831)",7595
-1,1167585,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,NOSTALGIAS DEL AYER INC,KABU BAR LOUNGE,85 09 NORTHERN BLVD,85TH STREET & 86TH STREET,JACKSON HGTS,NY,11372,884521,,3/1/2018 0:00:00,2/29/2020 0:00:00,40.755965127300001,-73.882498007999999,"(40.7559651273, -73.882498008)",7601
-1,1167596,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,CLOCKTOWER 46 INC,HANK'S SALOON,46 3RD AVE,,BROOKLYN,NY,11217,880230,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.685282649000001,-73.980711080999995,"(40.685282649, -73.980711081)",7603
-1,1167605,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,PORFIRIO SUERO,PEDRO'S BAR & RESTAURANT,73 JAY STREET,,BROOKLYN,NY,11201,891821,,6/1/2018 0:00:00,5/31/2020 0:00:00,40.702439813600002,-73.986615784700007,"(40.7024398136, -73.9866157847)",7606
-1,1167636,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,ASC INC,LA NONNA,134 MULBERRY ST,HESTER & GRAND STREETS,NEW YORK,NY,10013,880331,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.718342298499998,-73.997707835300005,"(40.7183422985, -73.9977078353)",7608
-1,1167669,ON-PREMISES LIQUOR,252,OP,New York City,1,RICHMOND,MEZCALEROS RESTAURANT CORP,MEZCALS RESTAURANT,20 BRADLEY AVENUE,VICTORY BLVD & PURDY AVENUE,STATEN ISLAND,NY,10314,880589,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.612113002400001,-74.132407690700006,"(40.6121130024, -74.1324076907)",7612
-1,1167865,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BUFFANNA INC,IL PICCOLO BUFALO,141 MULBERRY STREET,GRAND & HESTER STREETS,NEW YORK,NY,10013,882812,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.718685389000001,-73.997656944300005,"(40.718685389, -73.9976569443)",7630
-1,1167877,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,J CALDWELL CORP,BOBBY VAN'S,25 BROAD STREET,,NEW YORK,NY,10004,877656,,9/1/2017 0:00:00,8/31/2019 0:00:00,40.706243269500000,-74.011207405799993,"(40.7062432695, -74.0112074058)",7633
-1,1167916,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BARCELONA GROUP LLC,BARCELONA BAR,923 8TH AVE,BROADWAY * 8TH STS,NEW YORK,NY,10019,880986,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.765271627799997,-73.983905661700007,"(40.7652716278, -73.9839056617)",7637
-1,1167926,ON-PREMISES LIQUOR,252,OP,New York City,1,RICHMOND,J N A FOOD CORP,CAPIZZI,4126 HYLAN BLVD,,STATEN ISLAND,NY,10308,882450,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.539072339299999,-74.148567019500007,"(40.5390723393, -74.1485670195)",7638
-1,1167935,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,RENIX SPORTS BAR INC,,37 64 103RD STREET,37TH & 39TH AVENUES,CORONA,NY,11368,880717,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.752371564199997,-73.864047253400003,"(40.7523715642, -73.8640472534)",7639
-1,1167941,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SWAT PRODUCTION INC,UP STAIRS BAR,59 CANAL ST 2ND FL,,NEW YORK,NY,10002,883354,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.714994097199998,-73.992067351000003,"(40.7149940972, -73.992067351)",7641
-1,1167961,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BACARO NYC INC,,136 138 DIVISION STREET,ORCHARO ST & LUDLOW ST,NEW YORK,NY,10002,878782,,9/1/2017 0:00:00,8/31/2019 0:00:00,40.714535657100001,-73.991229464000000,"(40.7145356571, -73.991229464)",7643
-1,1168059,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,"PARK AVENUE HEALTH CLUB, LLC",,275 PARK AVENUE,"WASHINGTON,WRLY,FLUSHING AVES",BROOKLYN,NY,11205,881721,,10/1/2017 0:00:00,9/30/2019 0:00:00,40.696064948999997,-73.967449724999994,"(40.696064949, -73.967449725)",7651
-1,1168099,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,STAG HORN STEAKHOUSE LLC,,315 W 36TH STREET,8TH & 9TH AVENUES,NEW YORK,NY,10018,886578,,5/1/2018 0:00:00,4/30/2020 0:00:00,40.753692651700000,-73.992922419600006,"(40.7536926517, -73.9929224196)",7653
-1,1168121,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,FIVE ACORNS LLC,THE HIDEAWAY,185 DUANE ST,,NEW YORK,NY,10013,880135,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.717402389100002,-74.010196627499994,"(40.7174023891, -74.0101966275)",7654
-1,1168207,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,HAPPY DAYS LOUNGE CORP,,118 16 JAMAICA AVENUE,118 ST & 119TH STREET,RICHMOND HILL,NY,11418,880196,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.699884997700003,-73.831133295599997,"(40.6998849977, -73.8311332956)",7663
-1,1168328,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,CIFRAN CORP,RUFFLE BAR,919 CROSS BAY BLVD,9TH & 10TH STREETS,BROAD CHANNEL,NY,11693,880764,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.606353636000001,-73.819625910400006,"(40.606353636, -73.8196259104)",7667
-1,1168339,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,BARZOLAS RESTAURANT III INC,,9212 37TH AVE,,JACKSON HEIGHTS,NY,11372,880005,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.750736653600001,-73.874874255300000,"(40.7507366536, -73.8748742553)",7669
-1,1168664,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,QUIJOTE TAPAS BAR INC,,3106 36TH AVE,31ST STREET & 32ND STREET,LONG ISLAND CITY,NY,11106,880939,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.756543760000000,-73.929682624500003,"(40.75654376, -73.9296826245)",7684
-1,1168688,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,FRANKLIN O PAZ MALDONADO,RUINAS DE COPAN RESTAURANT,483 & 485 BROOK AVE,E 147TH STREET & BROOK AVENUE,BRONX,NY,10455,877607,,9/1/2017 0:00:00,8/31/2019 0:00:00,40.813481698600000,-73.915870949400002,"(40.8134816986, -73.9158709494)",7685
-1,1168892,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL,350 5TH AVE,SUITE 4 & 5,NEW YORK,NY,10118,868087,,11/1/2016 0:00:00,10/31/2018 0:00:00,40.748368394600000,-73.984669511600003,"(40.7483683946, -73.9846695116)",7698
-1,1168901,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,HAPPINESS LOUNGE INC,,1458 ST JOHNS PLACE,UTICA AVE & ROCHESTER AVE,BROOKLYN,NY,11213,886761,,5/1/2018 0:00:00,4/30/2020 0:00:00,40.670478888799998,-73.930081672399993,"(40.6704788888, -73.9300816724)",7699
-1,1168911,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BERGDORF GOODMAN INC,BERGDORF GOODMAN,745 5TH AVE,,NEW YORK,NY,10151,883395,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.763412556399999,-73.973551270800002,"(40.7634125564, -73.9735512708)",7701
-1,1168912,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BERGDORF GOODMAN INC,BERGDORF GOODMAN,754 5TH AVE CELLAR,,NEW YORK,NY,10019,883394,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.763507517999997,-73.973575528799998,"(40.763507518, -73.9735755288)",7702
-1,1168959,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,234 WEST 14TH STREET REST LLC,WOOD AND ALE'S,234 W 14TH STREET,,NEW YORK,NY,10011,880194,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.738943743100002,-74.000705390899995,"(40.7389437431, -74.0007053909)",7704
-1,1169028,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,PMP VENTURES INC,PROFESSOR THOMS,219 2ND AVE,,NEW YORK,NY,10003,881206,,2/1/2018 0:00:00,1/31/2020 0:00:00,40.731952532100003,-73.985321660799997,"(40.7319525321, -73.9853216608)",7707
-1,1169032,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,CHIPOTLE MEXICAN GRILL OF COLORADO LLC,CHIPOTLE MEXICAN GRILL,283 7TH AVE,26TH & 27TH STREETS,NEW YORK,NY,10001,894790,,9/1/2018 0:00:00,8/31/2020 0:00:00,40.745991972399999,-73.994177369200003,"(40.7459919724, -73.9941773692)",7708
-1,1169269,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,34 13 BROADWAY ENTERPRISES INC,TIPPIN INN BAR & GRILL,34 13 BROADWAY,,ASTORIA,NY,11106,880537,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.760839880900001,-73.922827615900005,"(40.7608398809, -73.9228276159)",7714
-1,1169316,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,247 LUV NYC LLC,IMOK,247 ELDRIDGE ST,,NEW YORK,NY,10002,881198,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.722459168400000,-73.989746889299994,"(40.7224591684, -73.9897468893)",7718
-1,1169558,ON-PREMISES LIQUOR,252,OP,New York City,1,BRONX,VEGA ALTA SPORTS BAR INC,,880 GERARD AVENUE,GERARD AVE & E 161ST ST,BRONX,NY,10452,886668,,5/1/2018 0:00:00,4/30/2020 0:00:00,40.827828669299997,-73.924671807300001,"(40.8278286693, -73.9246718073)",7727
-1,1169576,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,LE MIU CORP,,107 AVE A,6TH & 7TH STREET,NEW YORK,NY,10009,883736,,2/1/2018 0:00:00,1/31/2020 0:00:00,40.725969896000002,-73.983658828900005,"(40.725969896, -73.9836588289)",7729
-1,1169590,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,HAILEY GRACE CORP,,1708 2ND AVE,,NEW YORK,NY,10128,883436,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.779518927100000,-73.950511554900004,"(40.7795189271, -73.9505115549)",7730
-1,1169608,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,K&M CAFE LLC,ROEBLING SPORTING CLUB,225 N 8TH ST,AKA 66 ROEBLING ST,BROOKLYN,NY,11211,883693,,2/1/2018 0:00:00,1/31/2020 0:00:00,40.716881819800001,-73.954691652400001,"(40.7168818198, -73.9546916524)",7733
-1,1169609,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,NAMJIT INCORPORATED,KIIN,36 E 8TH STREET,BRPADWAU & UNIVERSITY PLACE,NEW YORK,NY,10003,883802,,3/1/2018 0:00:00,2/29/2020 0:00:00,40.731410566599997,-73.994516424699995,"(40.7314105666, -73.9945164247)",7734
-1,1169870,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,WEST 44TH STREET RESTAURANT LLC,,19 W 44TH STREET,5TH & 6TH AVENUES,NEW YORK,NY,10036,883883,,2/1/2018 0:00:00,1/31/2020 0:00:00,40.755079736900001,-73.980530740999995,"(40.7550797369, -73.980530741)",7740
-1,1169885,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,MC TRIBECA LLC,MR CHOW,121 HUDSON STREET,CORNER NORTH MOORE,NEW YORK,NY,10013,885758,,4/1/2018 0:00:00,3/31/2020 0:00:00,40.719964499800000,-74.008635392299993,"(40.7199644998, -74.0086353923)",7741
-1,1169890,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,LEAHLALA LLC,ABILENE'S,442 446 COURT ST,2ND PLACE &  3RD PLACE,BROOKLYN,NY,11231,880499,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.678728631699997,-73.997749695899998,"(40.6787286317, -73.9977496959)",7742
-1,1169916,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,SWEET HOSPITALITY GROUP,STUDIO 54,229 W 53RD ST,,NEW YORK,NY,10019,880519,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.763589730299998,-73.983380794900000,"(40.7635897303, -73.9833807949)",7746
-1,1169973,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,NEW ELGIN INC,TANGRA ASIAN FUSION CUISINE,3923 QUEENS BLVD,,SUNNYSIDE,NY,11104,880827,,2/1/2018 0:00:00,1/31/2020 0:00:00,40.744055955500002,-73.925135767699999,"(40.7440559555, -73.9251357677)",7749
-1,1170178,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,DUBLIN 6 AT 115 BROADWAY INC,TRINITY PLACE,115 BROADWAY,BROADWAY & NASSAU STREET,NEW YORK,NY,10006,884438,,4/1/2018 0:00:00,3/31/2020 0:00:00,40.708613763099997,-74.011053752099997,"(40.7086137631, -74.0110537521)",7760
-1,1170273,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,CORSICA ENTERTAINMENT INC,CLUB CUMMING,505 E 6TH STREET,AVENUES A & B,NEW YORK,NY,10009,887111,,5/31/2018 0:00:00,1/31/2020 0:00:00,40.725442618899997,-73.983750154899994,"(40.7254426189, -73.9837501549)",7764
-1,1170278,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BERGDORF GOODMAN INC,BERGDORF GOODMAN,754 5TH AVE 7TH FLOOR,,NEW YORK,NY,10019,883393,,11/1/2017 0:00:00,10/31/2019 0:00:00,40.763534021900000,-73.973638779200002,"(40.7635340219, -73.9736387792)",7765
-1,1170313,ON-PREMISES LIQUOR,252,OP,New York City,1,RICHMOND,NURNBERGER CORPORATION,NURNBERGER BIERHAUS,817 CASTLETON AVENUE,DAVIS AVENUE & BELTON AVENUE,STATEN ISLAND,NY,10310,884215,,2/6/2018 0:00:00,1/31/2020 0:00:00,40.634776673399998,-74.109648362599998,"(40.6347766734, -74.1096483626)",7768
-1,1170322,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,BOWERY F & B LLC AND E & S HOTEL OWNERS INC AS MGR,GEMMA,4 E 3RD ST,BOWERY & 2ND AVENUE,NEW YORK,NY,10003,869087,,1/1/2017 0:00:00,12/31/2018 0:00:00,40.726260798299997,-73.991664078100001,"(40.7262607983, -73.9916640781)",7770
-1,1170538,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,OWLINGS INC,KIND REGARDS,152 LUDLOW STREET,RIVINGTON & STANTON STREETS,NEW YORK,NY,10002,894755,,11/1/2018 0:00:00,10/31/2020 0:00:00,40.720916764099996,-73.987832676200000,"(40.7209167641, -73.9878326762)",7779
-1,1170735,ON-PREMISES LIQUOR,252,OP,New York City,1,QUEENS,SYMPATOCH CAFE INC,DANDANA,42 21 BROADWAY,42ND & 43RD ST,ASTORIA,NY,11103,880321,,12/1/2017 0:00:00,11/30/2019 0:00:00,40.758187629900000,-73.917183235600007,"(40.7581876299, -73.9171832356)",7789
-1,1170755,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,520 ASIAN RESTAURANT CORP,,520 8TH AVENUE,WEST 36TH STREET & W 37TH STRE,NEW YORK,NY,10018,880458,,1/1/2018 0:00:00,12/31/2019 0:00:00,40.753444700000003,-73.992460980499999,"(40.7534447, -73.9924609805)",7791
-1,1170789,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,YUNHUA ON COLUMBUS INC,,193 COLUMBUS AVENUE,68TH & 69TH STREETS,NEW YORK,NY,10023,880976,,2/1/2018 0:00:00,1/31/2020 0:00:00,40.775224794200000,-73.980283124600007,"(40.7752247942, -73.9802831246)",7793
-1,1171238,ON-PREMISES LIQUOR,252,OP,New York City,1,KINGS,PAPHOS BROTHERS RESTAURANT CORP,PAPHOS DINER,2501 FULTON ST,,BROOKLYN,NY,11207,883722,,2/1/2018 0:00:00,1/31/2020 0:00:00,40.677564096799998,-73.902057434200003,"(40.6775640968, -73.9020574342)",7816
-1,1171272,ON-PREMISES LIQUOR,252,OP,New York City,1,NEW YORK,STARFISH CAFE INC,BIN NO. 220,220 FRONT STREET,BEEKMAN STREET & PEEKS SLIP,NEW YORK,NY,10038,885939,,4/1/2018 0:00:00,3/31/2020 0:00:00,40.707452098799997,-74.002397401600007,"(40.7074520988, -74.0023974016)",7821
